doc_id,client_id,doc_type,source_table,source_record_id,chunk_id,embedding_group,text,updated_at
DOC_0000000030,CL_0030,client_profile_summary,clients,CL_0030,0,client_context,Client CL_0030 is a Pet Supplies eCommerce brand in spend band $50k-$100k with AOV 53.48 and gross margin 0.4826. Use this profile for similarity matching and recommendation risk calibration.,2026-04-12 01:01:23
DOC_0000000031,CL_0031,client_profile_summary,clients,CL_0031,0,client_context,Client CL_0031 is a Jewelry eCommerce brand in spend band $100k-$250k with AOV 143.67 and gross margin 0.7481. Use this profile for similarity matching and recommendation risk calibration.,2026-05-31 20:47:04
DOC_0000000032,CL_0032,client_profile_summary,clients,CL_0032,0,client_context,Client CL_0032 is a Apparel eCommerce brand in spend band $25k-$50k with AOV 151.32 and gross margin 0.7215. Use this profile for similarity matching and recommendation risk calibration.,2026-04-06 05:22:40
DOC_0000000033,CL_0033,client_profile_summary,clients,CL_0033,0,client_context,Client CL_0033 is a Apparel eCommerce brand in spend band $100k-$250k with AOV 153.41 and gross margin 0.5479. Use this profile for similarity matching and recommendation risk calibration.,2026-03-13 11:49:18
DOC_0000000034,CL_0034,client_profile_summary,clients,CL_0034,0,client_context,Client CL_0034 is a Footwear eCommerce brand in spend band $100k-$250k with AOV 128.01 and gross margin 0.5219. Use this profile for similarity matching and recommendation risk calibration.,2026-05-09 20:55:44
DOC_0000000035,CL_0035,client_profile_summary,clients,CL_0035,0,client_context,Client CL_0035 is a Footwear eCommerce brand in spend band $10k-$25k with AOV 85.12 and gross margin 0.6882. Use this profile for similarity matching and recommendation risk calibration.,2026-05-08 03:57:52
DOC_0000000036,CL_0036,client_profile_summary,clients,CL_0036,0,client_context,Client CL_0036 is a Food & Beverage eCommerce brand in spend band $50k-$100k with AOV 134.59 and gross margin 0.7543. Use this profile for similarity matching and recommendation risk calibration.,2026-04-28 01:01:45
DOC_0000000037,CL_0037,client_profile_summary,clients,CL_0037,0,client_context,Client CL_0037 is a Pet Supplies eCommerce brand in spend band $50k-$100k with AOV 139.36 and gross margin 0.4791. Use this profile for similarity matching and recommendation risk calibration.,2026-03-20 16:17:26
DOC_0000000038,CL_0038,client_profile_summary,clients,CL_0038,0,client_context,Client CL_0038 is a Home Goods eCommerce brand in spend band $50k-$100k with AOV 124.25 and gross margin 0.4794. Use this profile for similarity matching and recommendation risk calibration.,2026-03-12 21:13:36
DOC_0000000039,CL_0039,client_profile_summary,clients,CL_0039,0,client_context,Client CL_0039 is a Consumer Electronics eCommerce brand in spend band $50k-$100k with AOV 99.06 and gross margin 0.6405. Use this profile for similarity matching and recommendation risk calibration.,2026-04-30 19:44:36
DOC_0000000040,CL_0040,client_profile_summary,clients,CL_0040,0,client_context,Client CL_0040 is a Home Goods eCommerce brand in spend band $50k-$100k with AOV 56.37 and gross margin 0.3699. Use this profile for similarity matching and recommendation risk calibration.,2026-05-20 03:57:09
DOC_0000000041,CL_0041,client_profile_summary,clients,CL_0041,0,client_context,Client CL_0041 is a Outdoor eCommerce brand in spend band $50k-$100k with AOV 130.13 and gross margin 0.3524. Use this profile for similarity matching and recommendation risk calibration.,2026-04-25 08:03:25
DOC_0000000042,CL_0042,client_profile_summary,clients,CL_0042,0,client_context,Client CL_0042 is a Food & Beverage eCommerce brand in spend band $50k-$100k with AOV 71.13 and gross margin 0.7148. Use this profile for similarity matching and recommendation risk calibration.,2026-05-28 01:37:50
DOC_0000000043,CL_0043,client_profile_summary,clients,CL_0043,0,client_context,Client CL_0043 is a Footwear eCommerce brand in spend band $100k-$250k with AOV 125.88 and gross margin 0.4681. Use this profile for similarity matching and recommendation risk calibration.,2026-05-28 18:57:32
DOC_0000000044,CL_0044,client_profile_summary,clients,CL_0044,0,client_context,Client CL_0044 is a Jewelry eCommerce brand in spend band $10k-$25k with AOV 90.54 and gross margin 0.4157. Use this profile for similarity matching and recommendation risk calibration.,2026-05-26 16:30:51
DOC_0000000045,CL_0045,client_profile_summary,clients,CL_0045,0,client_context,Client CL_0045 is a Apparel eCommerce brand in spend band $25k-$50k with AOV 166.20 and gross margin 0.6012. Use this profile for similarity matching and recommendation risk calibration.,2026-04-28 10:42:15
DOC_0000000046,CL_0046,client_profile_summary,clients,CL_0046,0,client_context,Client CL_0046 is a Outdoor eCommerce brand in spend band $100k-$250k with AOV 143.39 and gross margin 0.5848. Use this profile for similarity matching and recommendation risk calibration.,2026-04-20 23:06:36
DOC_0000000047,CL_0047,client_profile_summary,clients,CL_0047,0,client_context,Client CL_0047 is a Apparel eCommerce brand in spend band $25k-$50k with AOV 140.01 and gross margin 0.7114. Use this profile for similarity matching and recommendation risk calibration.,2026-03-23 22:56:54
DOC_0000000048,CL_0048,client_profile_summary,clients,CL_0048,0,client_context,Client CL_0048 is a Supplements eCommerce brand in spend band $10k-$25k with AOV 65.69 and gross margin 0.4905. Use this profile for similarity matching and recommendation risk calibration.,2026-05-16 04:17:18
DOC_0000000049,CL_0049,client_profile_summary,clients,CL_0049,0,client_context,Client CL_0049 is a Beauty eCommerce brand in spend band $50k-$100k with AOV 42.55 and gross margin 0.7593. Use this profile for similarity matching and recommendation risk calibration.,2026-04-26 12:19:49
DOC_0000000050,CL_0050,client_profile_summary,clients,CL_0050,0,client_context,Client CL_0050 is a Home Goods eCommerce brand in spend band $25k-$50k with AOV 57.10 and gross margin 0.4043. Use this profile for similarity matching and recommendation risk calibration.,2026-06-01 11:48:38
DOC_0000000051,CL_0051,client_profile_summary,clients,CL_0051,0,client_context,Client CL_0051 is a Supplements eCommerce brand in spend band $50k-$100k with AOV 147.78 and gross margin 0.4204. Use this profile for similarity matching and recommendation risk calibration.,2026-03-25 22:15:02
DOC_0000000052,CL_0052,client_profile_summary,clients,CL_0052,0,client_context,Client CL_0052 is a Food & Beverage eCommerce brand in spend band $100k-$250k with AOV 136.09 and gross margin 0.4797. Use this profile for similarity matching and recommendation risk calibration.,2026-04-27 17:55:37
DOC_0000000053,CL_0053,client_profile_summary,clients,CL_0053,0,client_context,Client CL_0053 is a Beauty eCommerce brand in spend band $50k-$100k with AOV 158.19 and gross margin 0.7036. Use this profile for similarity matching and recommendation risk calibration.,2026-04-01 17:34:34
DOC_0000000054,CL_0054,client_profile_summary,clients,CL_0054,0,client_context,Client CL_0054 is a Footwear eCommerce brand in spend band $50k-$100k with AOV 102.41 and gross margin 0.7051. Use this profile for similarity matching and recommendation risk calibration.,2026-03-30 20:10:27
DOC_0000000055,CL_0055,client_profile_summary,clients,CL_0055,0,client_context,Client CL_0055 is a Baby eCommerce brand in spend band $25k-$50k with AOV 123.50 and gross margin 0.5130. Use this profile for similarity matching and recommendation risk calibration.,2026-04-25 03:35:29
DOC_0000000056,CL_0056,client_profile_summary,clients,CL_0056,0,client_context,Client CL_0056 is a Pet Supplies eCommerce brand in spend band $25k-$50k with AOV 115.59 and gross margin 0.5721. Use this profile for similarity matching and recommendation risk calibration.,2026-06-04 04:00:06
DOC_0000000057,CL_0057,client_profile_summary,clients,CL_0057,0,client_context,Client CL_0057 is a Home Goods eCommerce brand in spend band $50k-$100k with AOV 99.99 and gross margin 0.3574. Use this profile for similarity matching and recommendation risk calibration.,2026-05-08 04:36:53
DOC_0000000058,CL_0058,client_profile_summary,clients,CL_0058,0,client_context,Client CL_0058 is a Pet Supplies eCommerce brand in spend band $50k-$100k with AOV 96.70 and gross margin 0.6708. Use this profile for similarity matching and recommendation risk calibration.,2026-04-04 10:51:03
DOC_0000000059,CL_0059,client_profile_summary,clients,CL_0059,0,client_context,Client CL_0059 is a Home Goods eCommerce brand in spend band $25k-$50k with AOV 172.88 and gross margin 0.6468. Use this profile for similarity matching and recommendation risk calibration.,2026-03-23 04:10:54
DOC_0000000060,CL_0060,client_profile_summary,clients,CL_0060,0,client_context,Client CL_0060 is a Beauty eCommerce brand in spend band $100k-$250k with AOV 87.33 and gross margin 0.4800. Use this profile for similarity matching and recommendation risk calibration.,2026-04-23 23:29:11
DOC_0000000061,CL_0018,campaign_setting_summary,ad_campaign_settings,MC_00000218,0,campaign_context,"Meta campaign Retargeting - Baby - Q2 uses objective Retargeting, status active, budget 909.58, bid strategy lowest_cost, and attribution window 1d_click.",2026-05-04 11:01:19
DOC_0000000062,CL_0038,campaign_setting_summary,ad_campaign_settings,MC_00000450,0,campaign_context,"Meta campaign Brand Search - Home Goods - Scale uses objective Brand Search, status active, budget 862.90, bid strategy lowest_cost, and attribution window 1d_click.",2026-04-20 20:18:26
DOC_0000000063,CL_0053,campaign_setting_summary,ad_campaign_settings,GC_00000654,0,campaign_context,"Google campaign Prospecting - Beauty - Q2 uses objective Prospecting, status active, budget 546.20, bid strategy lowest_cost, and attribution window 1d_click.",2026-03-12 21:38:29
DOC_0000000064,CL_0008,campaign_setting_summary,ad_campaign_settings,MC_00000095,0,campaign_context,"Meta campaign Winback - Home Goods - Scale uses objective Winback, status paused, budget 806.52, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-03-23 20:43:54
DOC_0000000065,CL_0057,campaign_setting_summary,ad_campaign_settings,MC_00000695,0,campaign_context,"Meta campaign Retargeting - Home Goods - Evergreen uses objective Retargeting, status active, budget 1636.40, bid strategy maximize_conversions, and attribution window data_driven.",2026-05-20 09:18:17
DOC_0000000066,CL_0049,campaign_setting_summary,ad_campaign_settings,MC_00000592,0,campaign_context,"Meta campaign Prospecting - Beauty - Scale uses objective Prospecting, status active, budget 1199.02, bid strategy cost_cap, and attribution window 1d_click.",2026-05-01 00:06:40
DOC_0000000067,CL_0047,campaign_setting_summary,ad_campaign_settings,MC_00000568,0,campaign_context,"Meta campaign Retargeting - Apparel - Scale uses objective Retargeting, status active, budget 1141.82, bid strategy target_roas, and attribution window data_driven.",2026-04-10 14:23:37
DOC_0000000068,CL_0012,campaign_setting_summary,ad_campaign_settings,GC_00000148,0,campaign_context,"Google campaign Prospecting - Supplements - Evergreen uses objective Prospecting, status active, budget 1001.63, bid strategy cost_cap, and attribution window 1d_click.",2026-03-15 05:27:10
DOC_0000000069,CL_0034,campaign_setting_summary,ad_campaign_settings,MC_00000404,0,campaign_context,"Meta campaign Prospecting - Footwear - Q2 uses objective Prospecting, status active, budget 246.72, bid strategy maximize_conversions, and attribution window data_driven.",2026-05-10 02:49:10
DOC_0000000070,CL_0024,campaign_setting_summary,ad_campaign_settings,GC_00000292,0,campaign_context,"Google campaign Retargeting - Apparel - Scale uses objective Retargeting, status active, budget 1664.06, bid strategy target_roas, and attribution window 1d_click.",2026-04-29 07:31:39
DOC_0000000071,CL_0001,campaign_setting_summary,ad_campaign_settings,MC_00000001,0,campaign_context,"Meta campaign Brand Search - Fitness - Scale uses objective Brand Search, status active, budget 405.43, bid strategy cost_cap, and attribution window 1d_click.",2026-05-05 00:38:25
DOC_0000000072,CL_0036,campaign_setting_summary,ad_campaign_settings,MC_00000425,0,campaign_context,"Meta campaign Shopping - Food & Beverage - Promo uses objective Shopping, status active, budget 278.43, bid strategy maximize_conversions, and attribution window data_driven.",2026-04-30 01:16:28
DOC_0000000073,CL_0003,campaign_setting_summary,ad_campaign_settings,GC_00000037,0,campaign_context,"Google campaign Shopping - Apparel - Promo uses objective Shopping, status paused, budget 1337.55, bid strategy maximize_conversions, and attribution window data_driven.",2026-05-25 07:35:52
DOC_0000000074,CL_0004,campaign_setting_summary,ad_campaign_settings,MC_00000044,0,campaign_context,"Meta campaign Shopping - Pet Supplies - Promo uses objective Shopping, status active, budget 1676.90, bid strategy lowest_cost, and attribution window data_driven.",2026-06-06 19:28:07
DOC_0000000075,CL_0058,campaign_setting_summary,ad_campaign_settings,GC_00000714,0,campaign_context,"Google campaign Shopping - Pet Supplies - Q2 uses objective Shopping, status active, budget 1999.14, bid strategy maximize_conversions, and attribution window 1d_click.",2026-05-11 05:42:01
DOC_0000000076,CL_0033,campaign_setting_summary,ad_campaign_settings,MC_00000392,0,campaign_context,"Meta campaign Retargeting - Apparel - Evergreen uses objective Retargeting, status active, budget 2514.67, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-05-03 20:34:04
DOC_0000000077,CL_0027,campaign_setting_summary,ad_campaign_settings,GC_00000319,0,campaign_context,"Google campaign Winback - Beauty - Q2 uses objective Winback, status active, budget 4045.23, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-04-07 21:11:23
DOC_0000000078,CL_0040,campaign_setting_summary,ad_campaign_settings,MC_00000479,0,campaign_context,"Meta campaign Brand Search - Home Goods - Evergreen uses objective Brand Search, status active, budget 1588.73, bid strategy cost_cap, and attribution window 7d_click.",2026-03-26 21:55:56
DOC_0000000079,CL_0009,campaign_setting_summary,ad_campaign_settings,GC_00000110,0,campaign_context,"Google campaign Winback - Jewelry - Q2 uses objective Winback, status active, budget 480.45, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-04-12 18:06:01
DOC_0000000080,CL_0046,campaign_setting_summary,ad_campaign_settings,MC_00000558,0,campaign_context,"Meta campaign Brand Search - Outdoor - Promo uses objective Brand Search, status active, budget 1236.89, bid strategy target_roas, and attribution window 7d_click.",2026-05-13 07:46:03
DOC_0000000081,CL_0048,campaign_setting_summary,ad_campaign_settings,GC_00000587,0,campaign_context,"Google campaign Prospecting - Supplements - Promo uses objective Prospecting, status active, budget 822.43, bid strategy target_roas, and attribution window data_driven.",2026-05-15 17:06:56
DOC_0000000082,CL_0004,campaign_setting_summary,ad_campaign_settings,GC_00000051,0,campaign_context,"Google campaign Brand Search - Pet Supplies - Evergreen uses objective Brand Search, status active, budget 476.13, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-06-06 21:41:45
DOC_0000000083,CL_0049,campaign_setting_summary,ad_campaign_settings,MC_00000593,0,campaign_context,"Meta campaign Brand Search - Beauty - Evergreen uses objective Brand Search, status active, budget 178.96, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-04-06 04:08:00
DOC_0000000084,CL_0048,campaign_setting_summary,ad_campaign_settings,MC_00000576,0,campaign_context,"Meta campaign Shopping - Supplements - Promo uses objective Shopping, status active, budget 530.88, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-04-21 07:49:33
DOC_0000000085,CL_0051,campaign_setting_summary,ad_campaign_settings,GC_00000624,0,campaign_context,"Google campaign Shopping - Supplements - Scale uses objective Shopping, status paused, budget 191.36, bid strategy cost_cap, and attribution window 1d_click.",2026-05-27 15:45:24
DOC_0000000086,CL_0010,campaign_setting_summary,ad_campaign_settings,GC_00000126,0,campaign_context,"Google campaign Lookalike - Supplements - Evergreen uses objective Lookalike, status active, budget 2883.70, bid strategy target_roas, and attribution window 7d_click.",2026-05-30 05:45:05
DOC_0000000087,CL_0022,campaign_setting_summary,ad_campaign_settings,MC_00000265,0,campaign_context,"Meta campaign Lookalike - Footwear - Evergreen uses objective Lookalike, status active, budget 468.72, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-06-06 08:18:28
DOC_0000000088,CL_0046,campaign_setting_summary,ad_campaign_settings,MC_00000553,0,campaign_context,"Meta campaign Prospecting - Outdoor - Promo uses objective Prospecting, status active, budget 230.85, bid strategy maximize_conversions, and attribution window data_driven.",2026-04-11 18:57:20
DOC_0000000089,CL_0019,campaign_setting_summary,ad_campaign_settings,GC_00000236,0,campaign_context,"Google campaign Lookalike - Fitness - Promo uses objective Lookalike, status paused, budget 802.74, bid strategy maximize_conversions, and attribution window data_driven.",2026-05-03 06:53:25
DOC_0000000090,CL_0020,campaign_setting_summary,ad_campaign_settings,MC_00000242,0,campaign_context,"Meta campaign Shopping - Beauty - Evergreen uses objective Shopping, status active, budget 1381.99, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-05-28 22:26:36
DOC_0000000091,CL_0028,campaign_setting_summary,ad_campaign_settings,MC_00000326,0,campaign_context,"Meta campaign Retargeting - Home Goods - Promo uses objective Retargeting, status learning, budget 1165.81, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-06-03 23:31:08
DOC_0000000092,CL_0022,campaign_setting_summary,ad_campaign_settings,GC_00000269,0,campaign_context,"Google campaign Shopping - Footwear - Scale uses objective Shopping, status active, budget 395.00, bid strategy lowest_cost, and attribution window 7d_click.",2026-03-12 11:07:49
DOC_0000000093,CL_0045,campaign_setting_summary,ad_campaign_settings,MC_00000545,0,campaign_context,"Meta campaign Lookalike - Apparel - Evergreen uses objective Lookalike, status active, budget 313.35, bid strategy target_roas, and attribution window 7d_click.",2026-04-10 09:47:29
DOC_0000000094,CL_0026,campaign_setting_summary,ad_campaign_settings,GC_00000314,0,campaign_context,"Google campaign Winback - Supplements - Q2 uses objective Winback, status active, budget 2892.02, bid strategy target_roas, and attribution window 1d_click.",2026-05-02 13:12:47
DOC_0000000095,CL_0042,campaign_setting_summary,ad_campaign_settings,GC_00000512,0,campaign_context,"Google campaign Prospecting - Food & Beverage - Q2 uses objective Prospecting, status paused, budget 2155.19, bid strategy maximize_conversions, and attribution window 7d_click.",2026-04-14 05:40:17
DOC_0000000096,CL_0021,campaign_setting_summary,ad_campaign_settings,GC_00000259,0,campaign_context,"Google campaign Shopping - Outdoor - Evergreen uses objective Shopping, status active, budget 1549.78, bid strategy cost_cap, and attribution window 1d_click.",2026-04-29 04:58:56
DOC_0000000097,CL_0054,campaign_setting_summary,ad_campaign_settings,GC_00000661,0,campaign_context,"Google campaign Shopping - Footwear - Promo uses objective Shopping, status active, budget 1782.12, bid strategy target_roas, and attribution window 7d_click.",2026-05-11 13:38:12
DOC_0000000098,CL_0050,campaign_setting_summary,ad_campaign_settings,GC_00000613,0,campaign_context,"Google campaign Shopping - Home Goods - Evergreen uses objective Shopping, status active, budget 1193.14, bid strategy lowest_cost, and attribution window 7d_click.",2026-03-26 13:10:28
DOC_0000000099,CL_0036,campaign_setting_summary,ad_campaign_settings,GC_00000432,0,campaign_context,"Google campaign Retargeting - Food & Beverage - Evergreen uses objective Retargeting, status active, budget 448.94, bid strategy cost_cap, and attribution window data_driven.",2026-04-15 20:13:43
DOC_0000000100,CL_0042,campaign_setting_summary,ad_campaign_settings,MC_00000501,0,campaign_context,"Meta campaign Brand Search - Food & Beverage - Q2 uses objective Brand Search, status active, budget 907.04, bid strategy cost_cap, and attribution window 7d_click.",2026-04-26 02:21:43
DOC_0000000101,CL_0034,campaign_setting_summary,ad_campaign_settings,GC_00000408,0,campaign_context,"Google campaign Shopping - Footwear - Q2 uses objective Shopping, status active, budget 1023.20, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-06-04 15:01:19
DOC_0000000102,CL_0055,campaign_setting_summary,ad_campaign_settings,GC_00000675,0,campaign_context,"Google campaign Winback - Baby - Q2 uses objective Winback, status active, budget 595.71, bid strategy maximize_conversions, and attribution window 1d_click.",2026-06-04 13:01:05
DOC_0000000103,CL_0044,campaign_setting_summary,ad_campaign_settings,GC_00000539,0,campaign_context,"Google campaign Lookalike - Jewelry - Evergreen uses objective Lookalike, status active, budget 516.70, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-05-30 17:33:27
DOC_0000000104,CL_0037,campaign_setting_summary,ad_campaign_settings,MC_00000436,0,campaign_context,"Meta campaign Lookalike - Pet Supplies - Scale uses objective Lookalike, status active, budget 1955.97, bid strategy lowest_cost, and attribution window 7d_click.",2026-05-12 19:52:40
DOC_0000000105,CL_0016,campaign_setting_summary,ad_campaign_settings,GC_00000191,0,campaign_context,"Google campaign Retargeting - Home Goods - Promo uses objective Retargeting, status active, budget 752.04, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-05-15 21:10:09
DOC_0000000106,CL_0060,campaign_setting_summary,ad_campaign_settings,MC_00000735,0,campaign_context,"Meta campaign Winback - Beauty - Evergreen uses objective Winback, status active, budget 1513.83, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-05-02 19:25:18
DOC_0000000107,CL_0018,campaign_setting_summary,ad_campaign_settings,GC_00000222,0,campaign_context,"Google campaign Lookalike - Baby - Scale uses objective Lookalike, status active, budget 201.22, bid strategy target_roas, and attribution window 7d_click.",2026-04-23 23:32:20
DOC_0000000108,CL_0058,campaign_setting_summary,ad_campaign_settings,MC_00000707,0,campaign_context,"Meta campaign Retargeting - Pet Supplies - Evergreen uses objective Retargeting, status active, budget 1316.99, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-03-16 08:30:39
